"Revenue from Sales to Ultimate Customers (Thousand Dollars) by State by Provider, 1990-2015",,,,,,,,
Year,State,Industry Sector Category,Residential,Commercial,Industrial,Transportation,Other,Total
2010,TX,Total Electric Industry,"15,905,877","11,163,356","6,420,039","7,311",NA,"33,496,583"
2010,UT,Total Electric Industry,"769,145","741,023","434,488","2,928",NA,"1,947,584"
2010,VA,Total Electric Industry,"5,061,603","3,676,236","1,141,321","14,552",NA,"9,893,712"
2010,VT,Total Electric Industry,"331,390","271,532","137,851",0,NA,"740,774"
2010,WA,Total Electric Industry,"2,805,591","2,125,160","1,085,311",516,NA,"6,016,578"
2010,WI,Total Electric Industry,"2,820,621","2,296,381","1,606,232",0,NA,"6,723,234"
2010,WV,Total Electric Industry,"1,094,174","610,027","681,014",365,NA,"2,385,580"
2010,WY,Total Electric Industry,"239,198","320,135","501,285",0,NA,"1,060,618"
2010,US,Total Electric Industry,"166,778,041","135,553,746","65,772,007","814,346",NA,"368,918,140"
2010,AK,Full-Service Providers,"340,340","394,632","187,290",0,NA,"922,262"
2010,AL,Full-Service Providers,"3,790,734","2,339,092","1,945,053",0,NA,"8,074,879"
2010,AR,Full-Service Providers,"1,702,938","890,628","913,220",48,NA,"3,506,833"
2010,AZ,Full-Service Providers,"3,558,161","2,741,684","758,910",0,NA,"7,058,754"
2010,CA,Full-Service Providers,"12,838,455","14,718,148","4,114,150","41,852",NA,"31,712,606"
2010,CO,Full-Service Providers,"1,997,858","1,790,037","1,047,503","4,329",NA,"4,839,726"
2010,CT,Full-Service Providers,"1,802,615","560,515","112,665","13,339",NA,"2,489,134"
2010,DC,Full-Service Providers,"282,347","205,087",0,0,NA,"487,434"
2010,DE,Full-Service Providers,"644,222","237,417","123,120",0,NA,"1,004,758"
2010,FL,Full-Service Providers,"13,982,240","8,941,651","1,528,594","7,344",NA,"24,459,829"
2010,GA,Full-Service Providers,"6,198,370","4,338,100","1,932,099","12,891",NA,"12,481,460"
2010,HI,Full-Service Providers,"840,072","869,792","805,925",0,NA,"2,515,789"
2010,IA,Full-Service Providers,"1,516,862","951,526","1,011,344",0,NA,"3,479,732"
2010,ID,Full-Service Providers,"649,759","389,390","452,704",0,NA,"1,491,853"
2010,IL,Full-Service Providers,"5,597,897","2,243,773","391,002","1,393",NA,"8,234,065"
2010,IN,Full-Service Providers,"3,350,355","2,040,756","2,734,471","1,816",NA,"8,127,398"
2010,KS,Full-Service Providers,"1,437,102","1,272,739","664,062",0,NA,"3,373,903"
2010,KY,Full-Service Providers,"2,496,770","1,529,639","2,273,807",0,NA,"6,300,216"
2010,LA,Full-Service Providers,"2,935,169","2,057,616","1,646,496","1,020",NA,"6,640,301"
2010,MA,Full-Service Providers,"2,738,304","1,163,776","556,087",0,NA,"4,458,167"
2010,MD,Full-Service Providers,"3,819,302","1,064,241","74,592",0,NA,"4,958,135"
2010,ME,Full-Service Providers,"11,878","5,861","3,672",0,NA,"21,411"
2010,MI,Full-Service Providers,"4,320,645","3,354,672","1,847,639",513,NA,"9,523,468"
2010,MN,Full-Service Providers,"2,379,113","1,887,110","1,433,278","1,693",NA,"5,701,194"
2010,MO,Full-Service Providers,"3,385,582","2,358,019","953,656","1,351",NA,"6,698,608"
2010,MS,Full-Service Providers,"1,991,612","1,285,951","992,969",0,NA,"4,270,532"
2010,MT,Full-Service Providers,"434,409","397,850","110,729",0,NA,"942,987"
2010,NC,Full-Service Providers,"6,288,493","3,910,578","1,623,228",500,NA,"11,822,798"
2010,ND,Full-Service Providers,"357,052","340,008","223,760",0,NA,"920,820"
2010,NE,Full-Service Providers,"903,393","727,801","612,988",0,NA,"2,244,182"
2010,NH,Full-Service Providers,"730,283","396,222","67,329",0,NA,"1,193,835"
2010,NJ,Full-Service Providers,"4,963,082","2,696,315","222,880",0,NA,"7,882,277"
2010,NM,Full-Service Providers,"710,548","772,589","400,122",0,NA,"1,883,259"
2010,NV,Full-Service Providers,"1,435,699","856,257","912,234",798,NA,"3,204,988"
2010,NY,Full-Service Providers,"8,019,337","5,375,422","440,933","55,551",NA,"13,891,243"
2010,OH,Full-Service Providers,"5,005,130","2,821,245","1,984,567",847,NA,"9,811,789"
2010,OK,Full-Service Providers,"2,164,328","1,415,038","810,789",0,NA,"4,390,155"
2010,OR,Full-Service Providers,"1,671,727","1,143,438","580,048","1,765",NA,"3,396,978"
2010,PA,Full-Service Providers,"6,369,771","3,197,316","2,540,831","60,123",NA,"12,168,040"
2010,RI,Full-Service Providers,"494,389","260,825","36,886",0,NA,"792,100"
2010,SC,Full-Service Providers,"3,449,574","1,986,442","1,567,886",0,NA,"7,003,902"
2010,SD,Full-Service Providers,"415,338","329,832","143,156",0,NA,"888,325"
2010,TN,Full-Service Providers,"4,172,362","2,838,715","1,903,857",205,NA,"8,915,139"
2010,TX,Full-Service Providers,"15,905,877","11,163,356","6,420,039","7,311",NA,"33,496,583"
2010,UT,Full-Service Providers,"769,145","741,023","434,488","2,928",NA,"1,947,584"
2010,VA,Full-Service Providers,"5,061,603","3,676,236","1,141,321","14,552",NA,"9,893,712"
2010,VT,Full-Service Providers,"331,390","271,532","137,851",0,NA,"740,774"
2010,WA,Full-Service Providers,"2,805,591","2,121,193","973,689",516,NA,"5,900,990"
2010,WI,Full-Service Providers,"2,820,621","2,296,381","1,606,232",0,NA,"6,723,234"
2010,WV,Full-Service Providers,"1,094,174","610,027","681,014",365,NA,"2,385,580"
2010,WY,Full-Service Providers,"239,198","320,135","501,285",0,NA,"1,060,618"
2010,US,Full-Service Providers,"161,221,216","110,297,623","54,582,448","233,050",NA,"326,334,337"
2010,CA,Restructured Retail Service Providers,"35,110","1,145,367","717,473","26,074",NA,"1,924,024"
2010,CT,Restructured Retail Service Providers,"711,851","1,648,045","426,025","8,084",NA,"2,794,005"
2010,DC,Restructured Retail Service Providers,"15,103","1,031,217","17,777","34,461",NA,"1,098,559"
2010,DE,Restructured Retail Service Providers,"12,881","253,356","118,554",0,NA,"384,790"
2010,ID,Restructured Retail Service Providers,0,0,0,0,NA,0
2010,IL,Restructured Retail Service Providers,"1,121","2,321,493","2,620,058","36,237",NA,"4,978,909"
2010,MA,Restructured Retail Service Providers,"386,224","1,487,272","1,790,513","22,719",NA,"3,686,728"
2010,MD,Restructured Retail Service Providers,"323,633","2,552,792","412,325","54,099",NA,"3,342,849"
2010,ME,Restructured Retail Service Providers,"675,159","507,367","276,871",0,NA,"1,459,397"
2010,MI,Restructured Retail Service Providers,131,"386,046","335,678",0,NA,"721,855"
2010,MT,Restructured Retail Service Providers,11,"11,513","124,740",0,NA,"136,264"
2010,NH,Restructured Retail Service Providers,"1,755","239,757","180,417",0,NA,"421,929"
2010,NJ,Restructured Retail Service Providers,"58,914","2,874,839","772,398","37,651",NA,"3,743,803"
2010,NV,Restructured Retail Service Providers,0,"21,433","59,358",0,NA,"80,791"
2010,NY,Restructured Retail Service Providers,"1,528,547","7,225,685","743,750","345,956",NA,"9,843,937"
2010,OH,Restructured Retail Service Providers,"1,156,840","1,706,878","1,413,346","2,261",NA,"4,279,325"
2010,OR,Restructured Retail Service Providers,0,"29,603","51,830",0,NA,"81,433"
2010,PA,Restructured Retail Service Providers,"647,453","1,586,492","940,090","10,006",NA,"3,184,042"
2010,RI,Restructured Retail Service Providers,"2,092","223,000","76,735","3,748",NA,"305,576"
2010,WA,Restructured Retail Service Providers,0,"3,967","111,621",0,NA,"115,588"
2010,US,Restructured Retail Service Providers,"5,556,825","25,256,122","11,189,559","581,296",NA,"42,583,803"
2010,CA,Energy-Only Providers,"17,294","695,409","487,207","23,209",NA,"1,223,119"
2010,CT,Energy-Only Providers,"391,973","1,005,879","287,342","5,386",NA,"1,690,580"
2010,DC,Energy-Only Providers,"11,634","749,590","14,777","25,171",NA,"801,172"
2010,DE,Energy-Only Providers,"9,274","223,992","111,378",0,NA,"344,644"
2010,ID,Energy-Only Providers,0,0,0,0,NA,0
2010,IL,Energy-Only Providers,839,"1,807,400","2,258,292","29,793",NA,"4,096,324"
2010,MA,Energy-Only Providers,"212,101","938,817","1,164,031","20,057",NA,"2,335,006"
2010,MD,Energy-Only Providers,"242,389","2,032,886","363,482","46,708",NA,"2,685,464"
2010,ME,Energy-Only Providers,"380,627","329,119","213,355",0,NA,"923,100"
2010,MI,Energy-Only Providers,68,"285,637","274,942",0,NA,"560,647"
2010,MT,Energy-Only Providers,7,"7,685","111,870",0,NA,"119,562"
2010,NH,Energy-Only Providers,969,"144,000","116,949",0,NA,"261,918"
2010,NJ,Energy-Only Providers,"40,639","1,990,609","540,550","27,972",NA,"2,599,770"
2010,NV,Energy-Only Providers,0,"18,599","57,385",0,NA,"75,984"
2010,NY,Energy-Only Providers,"787,518","4,194,259","486,323","233,456",NA,"5,701,557"
2010,OH,Energy-Only Providers,"667,260","1,093,206","1,113,794","1,375",NA,"2,875,635"
2010,OR,Energy-Only Providers,0,"18,733","46,748",0,NA,"65,481"
2010,PA,Energy-Only Providers,"462,590","1,306,234","860,786","8,700",NA,"2,638,311"
2010,RI,Energy-Only Providers,"1,193","148,359","54,793","2,446",NA,"206,792"
2010,WA,Energy-Only Providers,0,"3,342","99,839",0,NA,"103,180"
2010,US,Energy-Only Providers,"3,226,374","16,993,754","8,663,843","424,273",NA,"29,308,245"
2010,CA,Delivery-Only Service,"17,816","449,958","230,266","2,865",NA,"700,905"
2010,CT,Delivery-Only Service,"319,878","642,166","138,683","2,698",NA,"1,103,425"
2010,DC,Delivery-Only Service,"3,469","281,627","3,000","9,290",NA,"297,387"
2010,DE,Delivery-Only Service,"3,607","29,364","7,175",0,NA,"40,146"
2010,ID,Delivery-Only Service,0,0,0,0,NA,0
2010,IL,Delivery-Only Service,282,"514,093","361,766","6,444",NA,"882,585"
2010,MA,Delivery-Only Service,"174,123","548,455","626,482","2,662",NA,"1,351,722"
2010,MD,Delivery-Only Service,"81,244","519,906","48,843","7,391",NA,"657,385"
2010,ME,Delivery-Only Service,"294,532","178,248","63,517",0,NA,"536,296"
2010,MI,Delivery-Only Service,63,"100,409","60,736",0,NA,"161,208"
2010,MT,Delivery-Only Service,4,"3,828","12,870",0,NA,"16,703"
2010,NH,Delivery-Only Service,786,"95,757","63,468",0,NA,"160,011"
2010,NJ,Delivery-Only Service,"18,276","884,230","231,848","9,679",NA,"1,144,033"
2010,NV,Delivery-Only Service,0,"2,834","1,973",0,NA,"4,807"
2010,NY,Delivery-Only Service,"741,029","3,031,426","257,426","112,500",NA,"4,142,381"
2010,OH,Delivery-Only Service,"489,580","613,673","299,551",886,NA,"1,403,690"
2010,OR,Delivery-Only Service,0,"10,871","5,082",0,NA,"15,953"
2010,PA,Delivery-Only Service,"184,862","280,258","79,305","1,306",NA,"545,731"
2010,RI,Delivery-Only Service,899,"74,641","21,942","1,302",NA,"98,784"
2010,WA,Delivery-Only Service,0,626,"11,782",0,NA,"12,408"
2010,US,Delivery-Only Service,"2,330,451","8,262,369","2,525,716","157,024",NA,"13,275,559"
2009,AK,Total Electric Industry,"362,944","410,852","172,415",0,NA,"946,211"
2009,AL,Total Electric Industry,"3,356,042","2,203,523","1,755,003",0,NA,"7,314,569"
2009,AR,Total Electric Industry,"1,552,437","867,475","847,427",47,NA,"3,267,387"
2009,AZ,Total Electric Industry,"3,524,074","2,747,954","745,377",0,NA,"7,017,404"
2009,CA,Total Electric Industry,"13,238,601","16,074,664","4,985,347","70,494",NA,"34,369,106"
2009,CO,Total Electric Industry,"1,740,497","1,631,115","867,025","3,553",NA,"4,242,190"
2009,CT,Total Electric Industry,"2,557,384","2,236,471","553,293","22,489",NA,"5,369,637"
2009,DC,Total Electric Industry,"260,782","1,192,360","19,609","40,489",NA,"1,513,240"
2009,DE,Total Electric Industry,"610,008","503,524","260,288",0,NA,"1,373,821"
2009,FL,Total Electric Industry,"14,302,606","9,936,649","1,576,697","8,826",NA,"25,824,777"
2009,GA,Total Electric Industry,"5,587,891","4,120,177","1,795,619","12,607",NA,"11,516,295"
2009,HI,Total Electric Industry,"739,418","740,614","668,137",0,NA,"2,148,169"
2009,IA,Total Electric Industry,"1,370,570","884,248","960,514",0,NA,"3,215,331"
2009,ID,Total Electric Industry,"667,177","389,480","423,882",0,NA,"1,480,539"
2009,IL,Total Electric Industry,"4,996,392","4,552,277","2,911,345","44,243",NA,"12,504,256"
2009,IN,Total Electric Industry,"3,093,219","1,970,817","2,500,569","1,924",NA,"7,566,530"
2009,KS,Total Electric Industry,"1,253,574","1,181,736","615,668",0,NA,"3,050,978"
2009,KY,Total Electric Industry,"2,223,389","1,429,539","2,143,254",0,NA,"5,796,182"
2009,LA,Total Electric Industry,"2,410,881","1,792,927","1,345,644",914,NA,"5,550,365"
2009,MA,Total Electric Industry,"3,286,176","2,731,160","2,357,291","22,059",NA,"8,396,685"
2009,MD,Total Electric Industry,"4,037,176","3,571,972","526,557","58,020",NA,"8,193,724"
2009,ME,Total Electric Industry,"681,754","513,001","286,111",0,NA,"1,480,866"
2009,MI,Total Electric Industry,"3,812,658","3,500,740","1,912,766",586,NA,"9,226,749"
2009,MN,Total Electric Industry,"2,212,341","1,766,050","1,229,054","1,692",NA,"5,209,136"
2009,MO,Total Electric Industry,"2,924,094","2,130,803","815,839","1,238",NA,"5,871,973"
2009,MS,Total Electric Industry,"1,849,917","1,236,207","987,999",0,NA,"4,074,123"
2009,MT,Total Electric Industry,"428,140","398,707","260,504",0,NA,"1,087,351"
2009,NC,Total Electric Industry,"5,627,153","3,689,879","1,503,511",457,NA,"10,821,000"
2009,ND,Total Electric Industry,"337,306","310,379","191,072",0,NA,"838,756"
2009,NE,Total Electric Industry,"820,292","682,811","547,119",0,NA,"2,050,222"
2009,NH,Total Electric Industry,"724,703","637,711","252,162",0,NA,"1,614,576"
2009,NJ,Total Electric Industry,"4,540,655","5,450,132","981,062","39,981",NA,"11,011,829"
2009,NM,Total Electric Industry,"651,891","733,525","366,504",0,NA,"1,751,920"
2009,NV,Total Electric Industry,"1,527,406","952,520","1,071,906",830,NA,"3,552,663"
2009,NY,Total Electric Industry,"8,442,903","11,660,183","1,123,273","397,222",NA,"21,623,581"
2009,OH,Total Electric Industry,"5,484,445","4,380,258","3,325,884","4,186",NA,"13,194,773"
2009,OK,Total Electric Industry,"1,836,899","1,261,400","686,053",0,NA,"3,784,352"
2009,OR,Total Electric Industry,"1,718,695","1,198,379","635,686","1,619",NA,"3,554,380"
2009,PA,Total Electric Industry,"6,162,229","4,430,833","3,142,036","68,276",NA,"13,803,373"
2009,RI,Total Electric Industry,"458,178","504,096","120,961",0,NA,"1,083,234"
2009,SC,Total Electric Industry,"3,086,901","1,873,077","1,471,887",0,NA,"6,431,864"
2009,SD,Total Electric Industry,"382,820","302,622","127,747",0,NA,"813,190"
2009,TN,Total Electric Industry,"3,755,443","2,694,671","1,798,386",194,NA,"8,248,693"
2009,TX,Total Electric Industry,"16,074,305","11,447,722","6,533,768","6,967",NA,"34,062,762"
2009,UT,Total Electric Industry,"739,909","711,998","413,620","2,686",NA,"1,868,213"
2009,VA,Total Electric Industry,"4,747,648","3,772,481","1,152,700","16,288",NA,"9,689,117"
2009,VT,Total Electric Industry,"316,099","257,532","127,424",0,NA,"701,055"
2009,WA,Total Electric Industry,"2,821,815","2,096,841","1,028,697",155,NA,"5,947,508"
2009,WI,Total Electric Industry,"2,556,653","2,149,957","1,507,860",0,NA,"6,214,471"
2009,WV,Total Electric Industry,"915,790","520,726","575,931",308,NA,"2,012,755"
2009,WY,Total Electric Industry,"233,286","312,231","461,867",0,NA,"1,007,384"
2009,US,Total Electric Industry,"157,043,560","132,747,002","62,670,350","828,351",NA,"353,289,264"
2009,AK,Full-Service Providers,"362,944","410,852","172,415",0,NA,"946,211"
2009,AL,Full-Service Providers,"3,356,042","2,203,523","1,755,003",0,NA,"7,314,569"
2009,AR,Full-Service Providers,"1,552,437","867,475","847,427",47,NA,"3,267,387"
2009,AZ,Full-Service Providers,"3,524,074","2,747,954","745,377",0,NA,"7,017,404"
2009,CA,Full-Service Providers,"13,218,686","14,900,056","4,252,918","43,700",NA,"32,415,361"
2009,CO,Full-Service Providers,"1,740,497","1,631,115","867,025","3,553",NA,"4,242,190"
2009,CT,Full-Service Providers,"2,266,456","784,952","142,288",0,NA,"3,193,696"
2009,DC,Full-Service Providers,"252,033","260,774",0,0,NA,"512,807"
2009,DE,Full-Service Providers,"598,075","267,247","112,599",0,NA,"977,922"
2009,FL,Full-Service Providers,"14,302,606","9,936,649","1,576,697","8,826",NA,"25,824,777"
2009,GA,Full-Service Providers,"5,587,891","4,120,177","1,795,619","12,607",NA,"11,516,295"
2009,HI,Full-Service Providers,"739,418","740,614","668,137",0,NA,"2,148,169"
2009,IA,Full-Service Providers,"1,370,570","884,248","960,514",0,NA,"3,215,331"
2009,ID,Full-Service Providers,"667,177","389,480","423,882",0,NA,"1,480,539"
2009,IL,Full-Service Providers,"4,996,157","2,391,660","316,873","1,635",NA,"7,706,325"
2009,IN,Full-Service Providers,"3,093,219","1,970,817","2,500,569","1,924",NA,"7,566,530"
2009,KS,Full-Service Providers,"1,253,574","1,181,736","615,668",0,NA,"3,050,978"
2009,KY,Full-Service Providers,"2,223,389","1,429,539","2,143,254",0,NA,"5,796,182"
2009,LA,Full-Service Providers,"2,410,881","1,792,927","1,345,644",914,NA,"5,550,365"
2009,MA,Full-Service Providers,"2,883,842","1,290,124","604,660",0,NA,"4,778,625"
2009,MD,Full-Service Providers,"3,889,814","1,144,135","80,497",0,NA,"5,114,446"
2009,ME,Full-Service Providers,"12,506","5,739","3,496",0,NA,"21,741"
2009,MI,Full-Service Providers,"3,812,629","3,278,850","1,794,499",586,NA,"8,886,564"
2009,MN,Full-Service Providers,"2,212,341","1,766,050","1,229,054","1,692",NA,"5,209,136"
2009,MO,Full-Service Providers,"2,924,094","2,130,803","815,839","1,238",NA,"5,871,973"
2009,MS,Full-Service Providers,"1,849,917","1,236,207","987,999",0,NA,"4,074,123"
2009,MT,Full-Service Providers,"428,129","387,169","113,841",0,NA,"929,138"
2009,NC,Full-Service Providers,"5,627,153","3,689,879","1,503,511",457,NA,"10,821,000"
2009,ND,Full-Service Providers,"337,306","310,379","191,072",0,NA,"838,756"
2009,NE,Full-Service Providers,"820,292","682,811","547,119",0,NA,"2,050,222"
2009,NH,Full-Service Providers,"714,697","504,132","118,609",0,NA,"1,337,438"
2009,NJ,Full-Service Providers,"4,540,399","3,504,637","288,961","1,766",NA,"8,335,763"
2009,NM,Full-Service Providers,"651,891","733,525","366,504",0,NA,"1,751,920"
2009,NV,Full-Service Providers,"1,527,406","952,507","982,454",830,NA,"3,463,197"
2009,NY,Full-Service Providers,"7,156,151","4,994,521","412,786","47,213",NA,"12,610,671"
2009,OH,Full-Service Providers,"5,179,942","3,982,360","2,923,655","4,186",NA,"12,090,143"
2009,OK,Full-Service Providers,"1,836,899","1,261,400","686,053",0,NA,"3,784,352"
2009,OR,Full-Service Providers,"1,718,695","1,167,019","522,543","1,619",NA,"3,409,877"
2009,PA,Full-Service Providers,"6,013,628","3,858,935","2,827,626","66,526",NA,"12,766,716"
2009,RI,Full-Service Providers,"457,009","325,507","56,268",0,NA,"838,784"
2009,SC,Full-Service Providers,"3,086,901","1,873,077","1,471,887",0,NA,"6,431,864"
2009,SD,Full-Service Providers,"382,820","302,622","127,747",0,NA,"813,190"
2009,TN,Full-Service Providers,"3,755,443","2,694,671","1,798,386",194,NA,"8,248,693"
2009,TX,Full-Service Providers,"16,074,305","11,447,722","6,533,768","6,967",NA,"34,062,762"
2009,UT,Full-Service Providers,"739,909","711,998","413,620","2,686",NA,"1,868,213"
2009,VA,Full-Service Providers,"4,747,526","3,772,480","1,152,700","16,288",NA,"9,688,993"
2009,VT,Full-Service Providers,"316,099","257,532","127,424",0,NA,"701,055"
2009,WA,Full-Service Providers,"2,821,815","2,092,809","814,022",155,NA,"5,728,802"
2009,WI,Full-Service Providers,"2,556,653","2,149,957","1,507,860",0,NA,"6,214,471"
2009,WV,Full-Service Providers,"915,790","520,726","575,931",308,NA,"2,012,755"
